Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
2016-04-18,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,283
2016-04-11,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,271
2016-04-04,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2016-03-28,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,267
2016-03-21,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,260
2016-03-14,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2016-03-07,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,255
2016-02-29,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,242
2016-02-22,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,222
2016-02-15,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2016-02-08,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2016-02-01,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2016-01-25,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2016-01-18,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
2016-01-11,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2016-01-04,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-28,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-21,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
2015-12-14,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
2015-12-07,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2015-11-30,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2015-11-23,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2015-11-16,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
2015-11-09,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2015-11-02,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-10-26,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,223
2015-10-19,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,234
2015-10-12,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,243
2015-10-05,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,251
2015-09-28,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2015-09-21,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,283
2015-09-14,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,295
2015-09-07,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,302
2015-08-31,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,312
2015-08-24,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,319
2015-08-17,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,352
2015-08-10,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,357
2015-08-03,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,394
2015-07-27,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,426
2015-07-20,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,418
2015-07-13,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,424
2015-07-06,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,422
2015-06-29,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,632
2015-06-22,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,387
2015-06-15,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,373
2015-06-08,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,361
2015-06-01,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,355
2016-05-23,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,258
2016-05-16,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,189
2016-05-09,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,130
2016-05-02,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,93
2016-04-25,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,96
2015-09-07,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,118
2015-08-31,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,278
2015-08-24,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
2015-08-17,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,511
2015-08-10,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
2015-08-03,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,548
2015-07-27,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,550
2015-07-20,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
2015-07-13,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,443
2015-07-06,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
2015-06-29,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,823
2015-06-22,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,465
2015-06-15,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,386
2015-06-08,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,366
2015-06-01,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,329
2016-05-23,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,263
2016-05-16,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,247
2016-05-09,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,242
2016-05-02,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,224
2016-04-25,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,216
2016-04-18,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,210
2016-04-11,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,203
2016-04-04,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
2016-03-28,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
2016-03-21,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
2016-03-14,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,195
2016-03-07,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,189
2016-02-29,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,181
2016-02-22,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,173
2016-02-15,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2016-02-08,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2016-02-01,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2016-01-25,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
2016-01-18,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2016-01-11,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,166
2016-01-04,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2015-12-28,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
2015-12-21,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
2015-12-14,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
2015-12-07,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2015-11-30,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2015-11-23,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
2015-11-16,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2015-11-09,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-11-02,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
2015-10-26,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,172
2015-10-19,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,176
2015-10-12,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,181
2015-10-05,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,188
2015-09-28,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,205
2015-09-21,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,210
2015-09-14,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,222
2015-09-07,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,230
2015-08-31,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,233
2015-08-24,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,243
2015-08-17,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,261
2015-08-10,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,272
2015-08-03,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,294
2015-07-27,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,320
2015-07-20,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,314
2015-07-13,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,312
2015-07-06,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
2015-06-29,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,473
2015-06-22,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,290
2015-06-15,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,286
2015-06-08,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,277
2015-06-01,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,270
2016-05-23,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,164
2016-05-16,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,119
2016-05-09,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,82
2016-05-02,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
2016-04-25,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
2015-09-07,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,74
2015-08-31,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,175
2015-08-24,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,290
2015-08-17,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,329
2015-08-10,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,345
2015-08-03,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,354
2015-07-27,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
2015-07-20,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,294
2015-07-13,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,279
2015-07-06,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,296
2015-06-29,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,518
2015-06-22,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,292
2015-06-15,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,247
2015-06-08,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,232
2015-06-01,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,209
2016-05-23,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,330
2016-05-16,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,302
2016-05-09,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,298
2016-05-02,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,271
2016-04-25,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,262
2016-04-18,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,258
2016-04-11,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,249
2016-04-04,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
2016-03-28,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,243
2016-03-21,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,246
2016-03-14,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
2016-03-07,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
2016-02-29,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,223
2016-02-22,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,213
2016-02-15,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2016-02-08,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2016-02-01,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
2016-01-25,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2016-01-18,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
2016-01-11,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
2016-01-04,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-12-28,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-12-21,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-12-14,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,193
2015-12-07,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
2015-11-30,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
2015-11-23,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
2015-11-16,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
2015-11-09,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
2015-11-02,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
2015-10-26,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,212
2015-10-19,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,212
2015-10-12,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,223
2015-10-05,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,234
2015-09-28,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,242
2015-09-21,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,265
2015-09-14,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,271
2015-09-07,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,289
2015-08-31,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,296
2015-08-24,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,303
2015-08-17,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,328
2015-08-10,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,331
2015-08-03,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,363
2015-07-27,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,391
2015-07-20,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,388
2015-07-13,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,395
2015-07-06,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,388
2015-06-29,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,587
2015-06-22,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,360
2015-06-15,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,347
2015-06-08,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,341
2015-06-01,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,332
2016-05-23,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,95
2016-05-16,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,77
2016-05-09,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,58
2016-05-02,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,42
2016-04-25,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,North End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
